iter	RMSE
137	0.01362037459
138	0.01326859344
139	0.01292142069
140	0.01274735033
141	0.01255898271
142	0.01233910235
143	0.01229219691
144	0.01226204248
145	0.01225184828
146	0.01197352653
147	0.01170095217
148	0.01166630034
149	0.01144320123
150	0.01129970651
151	0.01108890199
152	0.01084861016
153	0.01068042774
154	0.01061892981
155	0.01061006662
156	0.01043812314
157	0.01042491015
158	0.0102756771
159	0.01007397753
160	0.009826631585
161	0.00972196023
162	0.009601220707
163	0.009407499216
164	0.009278833844
165	0.00919079223
166	0.009160580507
167	0.009138801038
168	0.008968826578
169	0.008832768527
170	0.008655113399
171	0.008637166011
172	0.008492666579
173	0.00827907354
174	0.008188757185
175	0.008017731157
176	0.007846864585
177	0.007758937659
178	0.007643134054
179	0.00755888158
180	0.00738728707
181	0.007382173148
182	0.007244844042
183	0.007126948383
184	0.007017779289
185	0.006908329336
186	0.006890013582
187	0.006879380057
188	0.006748810262
189	0.006666925128
190	0.006579333365
191	0.006442468675
192	0.006427607781
193	0.006324117268
194	0.006225151648
195	0.006217838216
196	0.006215608743
197	0.00611302212
198	0.006043551533
199	0.006027623446
200	0.005972747037
201	0.005903659961
202	0.005888533549
203	0.005789467025
204	0.005693594235
205	0.005651179616
206	0.005566868177
207	0.005421448365
208	0.005392465352
209	0.005339221756
210	0.005243248821
211	0.005156294792
212	0.00507260435
213	0.005011743355
214	0.004943456102
215	0.00491164267
216	0.004857398611
217	0.004769771388
218	0.004743091292
219	0.004669910583
220	0.004667440654
221	0.004601511822
222	0.004517379754
223	0.004506149861
224	0.00444718758
225	0.004411225367
226	0.004402280689
227	0.004363133931
228	0.004350158244
229	0.004276524322
230	0.004195095786
231	0.004136757621
232	0.004073191239
233	0.004000345952
234	0.00392627431
235	0.003885092163
236	0.003835417872
237	0.003766695637
238	0.003720664004
239	0.003655428365
240	0.003577216561
241	0.003570625172
242	0.003547691476
243	0.003475885366
244	0.003450697366
245	0.003389852441
246	0.003344990094
247	0.003291033668
248	0.003236873428
249	0.003226549792
250	0.00319968806
251	0.003151552346
252	0.003110431501
253	0.003109071261
254	0.003043515856
255	0.003029999497
256	0.003006733222
257	0.002957390168
258	0.002922322127
259	0.002894963511
260	0.002868726092
261	0.002823715293
262	0.002791856269
263	0.002753877014
264	0.00271873619
265	0.002684700168
266	0.002678772501
267	0.002636612645
268	0.002607083496
269	0.002556095861
270	0.002529631772
271	0.002493296718
272	0.00247427246
273	0.002468030763
274	0.002444098228
275	0.002409765642
276	0.002385357861
277	0.002340095094
278	0.002310812872
279	0.002297115029
280	0.002282733069
281	0.002281327644
282	0.002277359141
283	0.002247117091
284	0.002232079088
285	0.002208456152
286	0.002191868629
287	0.002173632232
288	0.002143582404
289	0.002103261296
290	0.002061496877
291	0.002030434242
292	0.002019824022
293	0.001985926124
294	0.001948328212
295	0.001913115269
296	0.001882421455
297	0.001869583174
298	0.001846111869
299	0.001824054925
300	0.001823220345
301	0.001789337976
302	0.001787023106
303	0.001770365468
304	0.001736153025
305	0.001722120058
306	0.001688091579
307	0.001669774914
308	0.001668757075
309	0.001663453027
310	0.001656390346
311	0.001630784585
312	0.001613809723
313	0.001598484136
314	0.001585910167
315	0.001578260515
316	0.001560661583
317	0.00154930382
318	0.001548486895
319	0.001530607791
320	0.00151978019
321	0.001517346794
322	0.001495253713
323	0.001477343532
324	0.0014531986
325	0.001446143103
326	0.001419940296
327	0.001410737892
328	0.001384863804
329	0.001364652227
330	0.001343388715
331	0.001329715443
332	0.001315829078
333	0.001302378171
334	0.001288176378
335	0.001252560776
336	0.001243463191
337	0.0012277013
338	0.001223077745
339	0.001215729672
340	0.001215321254
341	0.001201575803
342	0.001178905619
343	0.001169319838
344	0.001148103532
345	0.001135769039
346	0.00111936368
347	0.001110810315
348	0.001099849969
349	0.001085621597
350	0.001083917623
351	0.001072606923
352	0.001056146
353	0.001047166359
354	0.001035713633
355	0.001021592684
356	0.001019897838
357	0.001009799565
358	0.0009999308291
359	0.000977331239
360	0.0009650013201
361	0.0009501189848
362	0.0009461286505
363	0.0009370135106
364	0.0009361134204
365	0.000935676639
366	0.0009331103117
367	0.0009219591012
368	0.0009156051036
369	0.0009048066446
370	0.0008892823415
371	0.0008780065859
372	0.0008752211669
373	0.0008641402685
374	0.000844960518
375	0.0008357192069
376	0.0008296667742
377	0.0008239840387
378	0.0008107795744
379	0.0008104691975
380	0.0008014044993
381	0.0008000243642
382	0.000797709453
383	0.0007858692464
384	0.0007760789392
385	0.0007650730371
386	0.0007645029664
387	0.000752711643
388	0.000741544904
389	0.0007347027787
390	0.0007279714101
391	0.0007205531308
392	0.0007129432765
393	0.0007062888052
394	0.0006977963791
395	0.0006928288958
396	0.0006901746265
397	0.0006855685474
398	0.0006833376986
399	0.0006788405531
400	0.0006737648092
401	0.0006654568686
402	0.0006562171061
403	0.0006474556203
404	0.0006447643701
405	0.0006422312414
406	0.0006314174096
407	0.000624876233
408	0.0006182626109
409	0.0006173063805
410	0.0006077468095
411	0.0005997223221
412	0.0005981899661
413	0.0005839279133
414	0.0005802769847
415	0.0005792883027
416	0.0005714322951
417	0.0005665742456
418	0.0005611625319
419	0.0005528104841
420	0.0005519097857
421	0.0005477821812
422	0.0005420795156
423	0.0005417310339
424	0.0005350082462
425	0.0005276389278
426	0.0005225710405
427	0.0005200175265
428	0.0005142135666
429	0.000510918257
430	0.0005093648187
431	0.0005059667893
432	0.0005007369953
433	0.0004955317144
434	0.0004885976835
435	0.0004851905328
436	0.0004848856044
437	0.0004787873272
438	0.000474714192
439	0.0004745138917
440	0.0004716640543
441	0.0004701960685
442	0.0004663386719
443	0.000462919995
444	0.0004579793849
445	0.0004512868138
446	0.0004477707873
447	0.0004431738054
448	0.0004397116462
449	0.0004386496119
450	0.0004372476848
451	0.0004338958328
452	0.0004308693315
453	0.0004307619196
454	0.0004270694258
455	0.0004269800535
456	0.0004214063019
457	0.000417412473
458	0.0004137713875
459	0.0004119696482
460	0.0004084317413
461	0.0004050008259
462	0.0004037008078
463	0.0004005594048
464	0.000397468294
465	0.0003939511839
466	0.0003926278157
467	0.0003925344795
468	0.0003879097779
469	0.0003839288362
470	0.0003800520585
471	0.0003767145962
472	0.0003725979416
473	0.0003706350631
474	0.0003661203125
475	0.0003615499218
476	0.0003584965443
477	0.0003524798933
478	0.0003517576086
479	0.0003516498249
480	0.0003487594489
481	0.0003457717176
482	0.0003418679588
483	0.0003385959118
484	0.0003376379191
485	0.0003327028679
486	0.0003288374914
487	0.00032764268
488	0.0003275621665
489	0.0003274952278
490	0.0003238509042
491	0.0003207330395
492	0.000314822704
493	0.000311971558
494	0.0003088619671
495	0.0003051739685
496	0.0003031436459
497	0.0003028812464
498	0.0003003445739
499	0.0002990662339
